MatchID,Franchise,TimestampFrameNumber,AudioPeakScore,VisibleSponsorsDuringPeak
PBKS_vs_MI_Q2,PBKS,825.12,0.07685001,NoSponsorDetected
PBKS_vs_MI_Q2,PBKS,828.0,0.076140456,ALL SEASONS
PBKS_vs_MI_Q2,PBKS,831.8399999999999,0.07682938,NoSponsorDetected
PBKS_vs_MI_Q2,PBKS,835.1999999999999,0.076336175,AVON CYCLES
PBKS_vs_MI_Q2,PBKS,837.6,0.07668943,"DREAM 11, KENT"
PBKS_vs_MI_Q2,PBKS,842.88,0.076222226,NoSponsorDetected
PBKS_vs_MI_Q2,PBKS,847.68,0.09652256,NoSponsorDetected
PBKS_vs_MI_Q2,PBKS,850.0799999999999,0.12039295,NoSponsorDetected
PBKS_vs_MI_Q2,PBKS,853.4399999999999,0.13838731,NoSponsorDetected
PBKS_vs_MI_Q2,PBKS,856.8,0.14146045,NoSponsorDetected
PBKS_vs_MI_Q2,PBKS,860.64,0.11819051,NoSponsorDetected
PBKS_vs_MI_Q2,PBKS,864.9599999999999,0.13947974,NoSponsorDetected
PBKS_vs_MI_Q2,PBKS,867.8399999999999,0.12575561,NoSponsorDetected
PBKS_vs_MI_Q2,PBKS,870.7199999999999,0.07265803,NoSponsorDetected
